Nombre_pagina,URL_post,Recuento_compartidos,Reacciones_totales,Recuento_comentarios,Contenido,Fecha_hora_publicacion,Fecha,Hora,Estado
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid0Yg3v8jRcQp9y77KBy2Qr8theMy1NQpr7qzQN6m6xkQ9Yj85pdSQvsZRumnbmURMrl?__cft__[0]=AZVZ42spUYY9Tx3mb7_O0Wm6CjurJm997jhwaJgpej1zcKaB06FF7E4isBJTNN9dMG-IDutGW9ePJkNMH0elRQuo8z5swmvHVjn1OPre0HdT6sW_3T35yhzDlyxPUcOHGmJ3IWBBvSiChqGxXjEWwN05WPctj9B0DvrGoeydRqyjH2mI8zjFBQ_82ek1rdCOf1xwsTYM11ELRypMNYo1wPsy&__tn__=%2CO%2CP-R,0,2,0,"Feliz cumpleanos mi querido Marco Polo Carballo!Espero que en este dia tan especial te la hayas pasado super bien, consentido y lleno de amor. Que la vida te siga sonriendo y que sea una vuelta al sol llena de bendiciones.#felicidades",2023-10-30T22:58:32.912657,30-10-2023,10:58 PM,NORMAL
ptomorelosayto,https://www.facebook.com/PtoMorelosAyto/posts/pfbid0Y8VMwPwqxBM2L6GmXDkt5tns7qNQNF997DMyWF91yuB55cW2xcSFtsRGhk9HTvebl?__cft__[0]=AZUmYi9KkumoUps1qcwpmfja-Vr9l00rrvMiXK8iMbhE3od_z2vsacjskpVXxEkDhJ5seQzlyD7pyQBkTXWY0WoOmgq7RMSFaTxqSY8c98uwq3xh5HcK0Y4Sh6O9wV-VShCu-E5d-4yrNfQ8Z4QbUFETkmhexQEXYh4zeJMHo4JzuY5DJDl96aN5CHBxo3Nk6GLX7KUcdOWrKHyPvQ7cBrhc&__tn__=%2CO%2CP-R,0,6,5,"El #DiaDeMuertos es una celebracion ancestral que honra a los seres queridos fallecidos, a traves de los altares se cree que se tiende un puente de comunicacion entre ellos y los vivos.",2023-10-31T06:02:24.203296,31-10-2023,06:02 AM,NORMAL
maralezamaoficial,https://www.facebook.com/MaraLezamaOficial/posts/pfbid0iVaitt1PhYGFUU57NnjcyhuoXNoBCFL1hkfHHoS7nXzvr58zmoW5xNaCAbkiTUuMl?__cft__[0]=AZUzp5nyvoYKLhni2UTdtmj1zZVfpWEwnAQHdy8FhLzCJd4YcOaquY1IUgPZOf2cgLi7fF0_O5ZHUxkGyABTMnegr-TOyubaa8wqlPn8Vo_yLtmD-6pZ2uCdQtBS5vz939zVNX_DNjhS4Z_EG1tA4-b4SBv4mtwgvrJIPCOLf-iWKpd1MDgcdTkay9Uw844vlB5TKapq9vqCIIOzL_rEILJO&__tn__=%2CO%2CP-R,49,170,14,"Quintanarroenses, esta temporada invernal es importante acudir a aplicarnos las vacunas contra la influenza y covid-19. Aqui les comparto la importancia de aplicarse cada una de estas dosis, para protegernos contra las enfermedades respiratorias. Acudan a su unidad de salud mas cercana y pregunten por el esquema de vacunacion. #UnidosParaTransformar Secretaria de Salud Quintana Roo",2023-10-31T06:02:26.766478,31-10-2023,06:02 AM,NORMAL
ricardovelazco2022,https://www.facebook.com/RicardoVelazco2022/posts/pfbid02L2vVLEdUg59EaDJb5AzYR146ypb7z2erYqsmqcVCqmhTErH1cZo6evSGfwGsmd19l?__cft__[0]=AZWegWX6RDM7ggu9Y_nwg_4KDvay4Gy68ODjRcr-RRHyi8Zg-7BGKMp1g86mBFTNL-pLKf4sXqT2It6okDFj0UFMuTlBBT6HIlTq8NeWxuxxDpYjEi2I7DqFWil_zTDCvCMENsWuQEyp4J19rMweYCO8ONNVF-4Lwq10nBSvZ-vH0k-2ijSWCclQS49p51UwiBoDeN8YPqk1329WH2cbMnFq&__tn__=%2CO%2CP-R,0,10,2,"Presente en la Reunion de las Comisiones Unidas de Deporte y para la Igualdad de Genero, con motivo del estudio, analisis, discusion y dictaminacion de la Iniciativa de decreto por el que se adicionan y reforman diversas disposiciones de la Ley Estatal de Cultura Fisica y Deporte; la Ley para la Igualdad entre Mujeres y Hombres del Estado de Quintana Roo y la Ley de la Juventud del Estado Libre y Soberano de #QuintanaRoo. #UnidosParaTransformar #trabajandoconelcorazon",2023-10-31T06:10:33.385935,31-10-2023,06:10 AM,NORMAL
hugoaldayn,https://www.facebook.com/HugoAldayN/posts/pfbid02BCcpbXAhh2zpDdvTZDyKKXzyBsKr68REon2R9kpZoMjc1X1NwWQY4u63xEV5qDvBl?__cft__[0]=AZW_Of5vrJvZQZOeaof4EwTRa1zcupLosJbsids8nlahzbhibZX_FH9N55mRIap9w1Bvk81HAS1chyVN-NH97x8dM_c-VSjhRLZMByk4rFaGg5J1ygKk5zt6N7kw_HBK2cD9lzu1XuANbhjvJgTgpi6kflJnXrz5rzTdyo3muSBTizdlHpueBbcizB5qk5Vfuqi0LKNUTtprxhCDn0EEN31N&__tn__=%2CO%2CP-R,0,1,1,Ya fueron a ver la decoracion de Dia de Muertos en el Ayuntamiento de Cancun?Vale la pena ir. #DiaDeMuertos,2023-10-31T06:03:36.066336,31-10-2023,06:03 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/817803963683857:1045446939930051?__cft__[0]=AZXwfx7nfRbhUYFxs8nltNawVZ_rSJjVw1WkfCOuY9kaCVqmeM4TtANGgRNqUMIsrTrQXVJwyz07bpmnKG12nmwjzHTWe_u0iOPFtMXDHPfhwGo9DJzqaoohUBDzUSJ_w1gZNt_B1LlW4FF0xz4_7SvchxQkx8fXWssIae1DZTVawfq6Z9z2Zx4iC1Ve0JmU1ufamHzeSQcTTrmYGyvJkTYyxbf0kIkToHeMffDj9pFgYg&__tn__=%2CO%2CP-R,0,8,0,,2023-10-31T01:03:18.899573,31-10-2023,01:03 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/293535793585777:293535793585777?__cft__[0]=AZUVjlcK59n-LSdi4go1FCAFyz0w8L2XYa88qupTTZXHjKd-UsEGANeZIu7LS8FpwqceKP2fySvrqH-z3a2gLZIgtZ6JrIcyXgZ2oJb4SBq4gNf4vhZRRDn1g-Ib1MPzD9rfZJIRYeJZcWejiquMqk46WAZ3lpUGBDNBfCb7QvQU7JDGFkz3qGtMBDTX8yMpvgpKb_8PPWSbMJLIq-7iKlqQ&__tn__=%2CO%2CP-R,0,14,1,,2023-10-31T01:03:24.479844,31-10-2023,01:03 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/pfbid02Jf6CW5vE33CpNpVg5CP9ESyzWUMukswa6qkJrnbKvC7vL6qq9ti6BZ7mnDVZMZFcl?__cft__[0]=AZXJ7Ng2l3_kEHXwu43hX1CncEsbtCamJeK-7kJV2HaGd83d10rQpEnsWv7aMgWFK0vRUFuIe4eJGieYs7wJdJklPJXNHsfA0-GrLj7AVcr6Gl3_o7jxGcHjwRMsLjYwEk8mV_kEkXyYEKA3STcXfYO-To4weiIUXBsGI9dyXtq0aTagj7vl_-kBDqarfIw0SWJKL1eGYz-_7G9wd-UV4JzN8ZPD5prtydvy38buJl2PbX38LuTWsT1ke2-_Orvq6WE&__tn__=%2CO%2CP-R,0,4,0,Un magnifico evento que nos permite celebrar el 113 Aniversario de la Revolucion Mexicana!#L4TIendoPorCancun#BenitoJuarez #Cancun#Deporte #DesfileMilitar,2023-10-31T00:03:25.026411,31-10-2023,12:03 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/pfbid02PRAzoCFP7gFtZaxezir2pxJaVjPD5sufPq1einebcx3QrpNppqn12S48CdKpg7fXl?__cft__[0]=AZXS-9me-CMT1i7sWBw2ZmPrb4f21BqIgsOqqKhAssTUcqY4JJfLXSBDyPDdmJOPd7ydVLDClsD3TpC8qeV0TmVGPgmfp0bbdSRYP3uMwSZ8YO1nPr87m1XQi0LbC-LaptdyyF2MEJQNDEXFi1SKhAFPcbabyYJOdOjPZBtx6pE3fR-XXKm8nNzg8OXXidcHXu7gpZ6cBPDkWaW-S37yuVmu&__tn__=%2CO%2CP-R,0,7,1,"El dia de hoy estuvimos presentes en la Vigesima Tercera Sesion de la Comision de Salud Publica, Asistencia Social y Proteccion Animal.#L4TIendoPorCancun#BenitoJuarez  #Cancun#SaludPublica #ProteccionAnimal",2023-10-31T00:03:25.261814,31-10-2023,12:03 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/pfbid0oQWcde7PpDFAoK6ExZZS1oaU59uxXRb9AnG2qt5ZUbVUAJ2ThybDPERJS8SrXU2Nl?__cft__[0]=AZVbVozCUA85UJU9TkCCzZoQwKF1haxN9yFs6EL5oOMVwBzlLFe8OsKY5DAolj2kNIxy9lgRRtGkASUpJkTL3vZTKWFaTJkEu0-WOod0zdNyXh22kLNnYc0znPmX-n9XzP5FNTiUaoz6QLHdUhD1yp7M0Ikaj-fko2Z3LWveBtm9kU9vCacKdKLQ9IP0m7-1sv5abOhDzoDR_i089ugZlseK&__tn__=%2CO%2CP-R,0,7,0,,2023-10-30T23:03:31.557824,30-10-2023,11:03 PM,NORMAL
temistoclesvr,https://www.facebook.com/TemistoclesVR/posts/pfbid0W3GR2SC1TgK7E3Get5wW7foL3MehvMT7KosDr1rjn5GbFaXVvkEmn3GrCEu82TLMl?__cft__[0]=AZXLOqIm1xPmmqZ36qlv26omdA5mPVFK1efslTie-qxpmA2MjVvehnTy_kh0RyUvRl4RIQbShsGiftVzsbkUDy-8jpVsDdZzZ-JX4U7azpgNGsQ-SpQGN2NZB1BHqWNsRbN5U2zajVt3yw4QWQWATRJ2GyyWDu-407reo6H9U-PzRZcHhdL9uravyHnCW7b2ESFP4xAJiXpfoO6LYGyWWRkM&__tn__=%2CO%2CP-R,0,10,2,"El primer dia de la semana lo termine con #AsambleaVecinal en la #ColoniaObrera, donde escuche sus preocupaciones sobre seguridad, atencion al espacio publico y el cuidado del medio ambiente. Me llevo sus necesidades para atenderlas y gestionar prontas soluciones. Agradezco su asistencia y participaciones. Todos sus comentarios son indispensables para trabajar por una mejor alcaldia. Sigamos trabajando de la mano. #SigamosConstruyendo una mejor Cuauhtemoc.",2023-10-31T00:03:44.809113,31-10-2023,12:03 AM,NORMAL
benjaminricom,https://www.facebook.com/BenjaminRicoM/posts/pfbid0nZoZuFVumCU8kdtgnKyyzsczZjGKKSZse57TpUNHkUG8zHwLjTQUYPD6smyCPZysl?__cft__[0]=AZWmxL0r978tvDSUajtBOwThnl8W0Rjecc49pbhMclWRcaaaP0yrmofW3uESFj_VQ4Vdtnm3LMgQPreDnxY75UA8UVDi7Xc9iEOQHf5c9mb7tuf1hBHhoNe_wXzqWEQzKk_f6lXZjiacC3AkBYqhRv5jH1fxXopKzOxc3EyJJJCOxM9eHGzl8FL_W9FnKuWEB11OEoi9DV2CVsseH9IE1VeQ&__tn__=%2CO%2CP-R,0,0,0,Este es el #Pachuca de mi corazon  ciudad por la que todos los dias damos nuestro mayor esfuerzo. #ExcelenteMartes #ADarle,2023-10-31T07:06:11.149762,31-10-2023,07:06 AM,NORMAL
mariodelgadocarrillo,https://www.facebook.com/mariodelgadocarrillo/posts/pfbid0RkV8zkuQduUXdviLWUj7JHchZHt4H76T4bAFoHoyZwqpZkSiD1L8gN3bhbWAeiYCl?__cft__[0]=AZWjTDJcX_sLuqQZFNghBHs1KeuAGKLFMyede9Jj4jMx5lim8XOqCEpw_kKbmAM3ewwyitJcsXNgK1QYMn0JBP1lD5ygYd-th9cddjRvr7TVu4Z-dhgQrwbczpXXXqpuRaxSVu-TUc-sOlpkdkukhtZSmmj_5cWNrJjAxWwfgEYvhaEhDvJg__pBJ0aPXXV33BS7xZ94FulKWpt_Ba8MrDTeYqcKz4MMSczD6O4zIOBhaQ&__tn__=%2CO%2CP-R,15,239,29,"La Dra. Claudia Sheinbaum, Coordinadora Nacional de Defensa de la #4T, nos acompano en una reunion interna. Unidas y unidos somos mas fuertes!",2023-10-30T23:06:43.137987,30-10-2023,11:06 PM,NORMAL
dimenews,https://www.facebook.com/DimeNews/posts/pfbid02hfCbQe7yAEYyrvjeYLAiYQthWCNR7MXJrVZAvGP8EQ1p83RooMtevuAvEij79krrl?__cft__[0]=AZVBKznAz0PlRpTAkSqDzOff_zHXko-5PQe1KJX2-v1-K2nCIdAmYwlUsuiVAerdyihuyJXTj419zc7Yl745JjjiSklv3HF2uYzslGIqIgpNIgUorY9qBAjfAEIFPoMWzkauFRdtmUztRP6nEBK-R34ML7pMR4tsgB4ooDMW6A0UExW0-WqrMiGata0vP39f_rLYb2sQbAEk4rH1vGaYDRV7&__tn__=%2CO%2CP-R,0,0,0,#FelizMartes DiMe News #QuintanaRoo te informa.Mara Lezama Ana Paty PeraltaLili CamposAtenea Gomez Ricalde,2023-10-31T06:27:56.974090,31-10-2023,06:27 AM,NORMAL
dimenews,https://www.facebook.com/DimeNews/posts/pfbid0eiWLzL1VPb5mVsLvQY33LZs6sDeEGQwyimSrPLnYjtQkU2NVgeeCNGrWzkx74xLDl?__cft__[0]=AZVc5fUjVI7_to6z2NjzonaKFUApPfUG5HcBF03ijQ3xTblETNRAmSjrFlK_mWhJq-SxhtnxUslJeLIrvajxjXeRdbLXv3Nq5hSYJ_XePqKnfA2zbiiH-nRegjmyLy5tP7Zuvawf_moHQgYKw21PcV2np6zn0MQDFtGsNv7PWfBJGNrIzI9HQOir4wlkiJnRKPmLC8HvLYGy47D_XqWE32Sn&__tn__=%2CO%2CP-R,0,0,1,Un dia como hoy en la #historia.,2023-10-31T06:07:26.587749,31-10-2023,06:07 AM,NORMAL
ogharfuch,https://www.facebook.com/OGHarfuch/posts/353963370475632?__cft__[0]=AZWSEpk7_N8SLr9GWg7R1lWbAjeLHINimiqptOTJNiMnPrvXxZq5uXXIB1PN2UlcNpi22i4gZA4BtnHPDcsqsGQRV6Q6ipi5OSHn7Go4YFWzTGYOvgb-A2k4Mt8lfZfUFAX0MWJG8ws8uwjLb6-__Gg3G1q0AHZuG3DNFuH5RFYh5ltSJ0DwlKRLGlotsbj0GNeq6Bk4J5_AvbaJmgInLu1Y&__tn__=%2CO%2CP-R,53,1528,68,Tradiciones unicas! Que gran evento en Tlahuac!,2023-10-30T23:08:25.662879,30-10-2023,11:08 PM,NORMAL
100063471730986,https://www.facebook.com/cristinacruzmx/posts/843885884403795?__cft__[0]=AZXF-soWO_0VFa_q2M4mbHz-hTeVBcWu0qRhkfeRvsqMLNQtfNh4m-XoTBFlyLYG6buzc4-tio1K3i7-QRxrl2sHxIL1h4loAFi6Dc-RB1ihQTdLLqRMeYmTzSGViuJ7HPy8PmrLCoFddTxXigo6PzN-2Wd4HdlsD1KYBQPOaWAN74xutI6rxocHA1UNQ3Do42pyECjbt-e3A2DS0a0nutss&__tn__=%2CO%2CP-R,0,13,1,Este lunes nos reunimos con nuestra Coordinadora Nacional de los Comites en Defensa de la 4T @claudia_shein fortaleciendo la unidad y organizacion de nuestro movimiento.,2023-10-30T23:08:20.498538,30-10-2023,11:08 PM,NORMAL
danielduarte.vall,https://www.facebook.com/DanielDuarte.Vall/posts/pfbid0KGasPB79BthWTa1yweNaKi8GsQkf4MdxqZ6fJwkkqXSVc2Li5aKuL6pUHYjN8q5xl?__cft__[0]=AZUPe90Gi0lydDwlApNpq9h8lSkXNlk-cjHh-Q8guSEeOTERyLekpZXyToVNBQsGDTzPujHXtCAOMulPAGCWxMsTWb6_9Mnvw2001O2LyRVqKEInPkwAeyTMxOja8nQgdeKtA4mzIvL_1OFNIbgSCo2HbPKk_ST9skAKVBpa61b6aSMDh0erma1-ug9azwevXqtLuFoiduCA0QX-_6ZCGNbL3WxRTBPIn0Q7xeuNrjSf-spdLfHJEBjeO3R2JdHuwj8&__tn__=%2CO%2CP-R,0,0,0,Y a tus muertitos que les gustaba en vida? #diademuertos #mexico,2023-10-30T23:08:27.973471,30-10-2023,11:08 PM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid0Fe8tidjSDgwYwV8HARMr4B7RDqkJeEUTPwF1xsvx8yMDUX5xG8CconSt1eLDUgbYl?__cft__[0]=AZU4vPIH0SBHYLS4teKBfo1kO1RPPJUltITY4gDs6-AmQHzXdkAmWowjYnI5hJIIldmBAL8HdbqE3bcRXnORsHbmdsGMP_s4e-7I5HwuA9r99H5_LFPgPCdYkpgjDu375QjQ6N-Fnh6PQutjzTuMUc7-Phe7HxNzCXj3nOiwm6_TT7C9Q3Th9DjoBGK90edcbRnZLCpPHAxFSHWfAbiWmGLx&__tn__=%2CO%2CP-R,0,4,0,"Este lunes, en nuestra sesion ordinaria numero 20, tuve el honor de participar en la aprobacion de la reforma a los articulos 12 y 17 de la Constitucion Politica del Estado. Esta iniciativa, que surgio de la vision de nuestra gobernadora, Mara Lezama, marca un importante paso en nuestro compromiso con el reconocimiento de la dignidad humana y el derecho a una buena administracion publica. Estamos decididos a avanzar hacia una transformacion significativa del estado.#LegislarParaTodos#XVIILegislatura",2023-10-30T23:08:28.131049,30-10-2023,11:08 PM,NORMAL
crissalcerreca,https://www.facebook.com/CrissAlcerreca/posts/pfbid0Yg3v8jRcQp9y77KBy2Qr8theMy1NQpr7qzQN6m6xkQ9Yj85pdSQvsZRumnbmURMrl?__cft__[0]=AZWcKGMSkN-v9xpFWvHvbYuPKMwFVLPEAPU4XqHHzxbo7p4hLda0Z8xARCAC5FdVh82d_J0jowPeIU1cjNbZyJghjD0mDk9uNbPj_oHJDenoLXGTvxe1eU6Bvbd_T8o45T9RcRJkRv9tYOvgizR5FjEXDHOug8lRN-Y4xwv-DlygWbfY62I00bla-gv3boGQEahtTGxuz0GywQp2Y4AZghs2&__tn__=%2CO%2CP-R,0,2,0,"Feliz cumpleanos mi querido Marco Polo Carballo!Espero que en este dia tan especial te la hayas pasado super bien, consentido y lleno de amor. Que la vida te siga sonriendo y que sea una vuelta al sol llena de bendiciones.#felicidades",2023-10-30T23:08:34.336679,30-10-2023,11:08 PM,NORMAL
ptomorelosayto,https://www.facebook.com/PtoMorelosAyto/posts/pfbid0Y8VMwPwqxBM2L6GmXDkt5tns7qNQNF997DMyWF91yuB55cW2xcSFtsRGhk9HTvebl?__cft__[0]=AZWAs0xCRU81RSGRVRPKco6CLUwC26dadDQHXBeGU1W-MjjmOm_oxC5ItcvdQJ4jM4nRZJ9TqV_uAP_1NRoGYsvDjlgVfX6hpEmJ5LLGkYcXAvnJjTp7IipJLe3EOwVGP1rgPBUnkHyKITU28rgqy2zzJ38YHPIFriuTm-FmqV8nKngWlenVUhSVS-jWwBAwRCsvwSCsaeRyv3-VT3ng4Nx5&__tn__=%2CO%2CP-R,0,7,6,"El #DiaDeMuertos es una celebracion ancestral que honra a los seres queridos fallecidos, a traves de los altares se cree que se tiende un puente de comunicacion entre ellos y los vivos.",2023-10-31T06:12:29.689912,31-10-2023,06:12 AM,NORMAL
maralezamaoficial,https://www.facebook.com/MaraLezamaOficial/posts/pfbid0iVaitt1PhYGFUU57NnjcyhuoXNoBCFL1hkfHHoS7nXzvr58zmoW5xNaCAbkiTUuMl?__cft__[0]=AZWf_dNWxeA3HCmvM_zCi8nOr9UgWOrl2b6rgFDxL3eH3zHACrBBIcUTyLy6Al6Mg90MQN0h3hCw32wvbTVR3qjApkGsGX-ZFQsH7XDTy7wBcGizyXf0LQo2b6JzRkARdRXgKlaoI6aucsV8txIrL9rFYrLkfnShkmEQmomZ8TY-YTbWZs0zMuvVSAfcgiP-au4hn5NxJUKpUMcG6XrQbtH-&__tn__=%2CO%2CP-R,61,183,18,"Quintanarroenses, esta temporada invernal es importante acudir a aplicarnos las vacunas contra la influenza y covid-19. Aqui les comparto la importancia de aplicarse cada una de estas dosis, para protegernos contra las enfermedades respiratorias. Acudan a su unidad de salud mas cercana y pregunten por el esquema de vacunacion. #UnidosParaTransformar Secretaria de Salud Quintana Roo",2023-10-31T06:12:41.692361,31-10-2023,06:12 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/pfbid0257ehwGE1Mx1KBbhLBGMTUPwwVRdSRMxCnJeJNJC2gMMowje54Hn273yTXNAZxWMcl?__cft__[0]=AZVZXy38CTHo2kfOvm2UYRfwAmr45DsN_DU3w59s_kOQcgd6HkmliVsWQhEbmIPmbGigWjOa4hI0x5R2lVq5dsIYucwYy4yfwuMJ_tlTF7CVG13wyzKwutSKA2FOevfS-NJFAFdUxTMryhJOp0LA2pVi1HlxD13wO_TElpBBS06x6mDbyxQFNXcrtz-ZMJnjEDPhTIrwrThItzBU7LUNEOis&__tn__=%2CO%2CP-R,0,2,0,Un dia para recordar y honrar a nuestros familiares...,2023-10-31T07:02:15.110305,31-10-2023,07:02 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/817803963683857:1045446939930051?__cft__[0]=AZVSI2q17ne_MXlIKzOwUHVuwYQRVD_308HlcDz5ln4NQXEmwHK6ttT4fOYkd1ZZADNkKpIidzNB1IyTCjjrGYm99c1a3FwrKofeeQsih96fvQYpXJCYzlahBWTMlmYI0FiRffJnRr2aFa79OcKO2g9-vL0mwsDWZA62viEHq5XHLKBLnfpSEWfwRJldsIdWdL4CZl5AFoQLj3RYKo0NA6-J8HBWtcxe-3OihEFf5UU3dQ&__tn__=%2CO%2CP-R,0,9,0,,2023-10-31T00:13:26.958815,31-10-2023,12:13 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/293535793585777:293535793585777?__cft__[0]=AZU6_r193vr6-7jz70pIItuTk88rTDzR8XuWL5ZHnC6bsFECCdt3gF805gdjDhc3aibbFOrLf7htgnqUw6GPkXll4TKd_w7b-Ie1iO91HZ4JNdEEaIKgukJis0LivcgQ-zES2syoYxj57rQM-C4155q8LpU3OX0FmH10bS7EIyostLEvJJwH49yhTKoOhsRynbarifocAlF4N32ikeJx4iOM&__tn__=%2CO%2CP-R,0,14,1,,2023-10-31T00:13:27.195184,31-10-2023,12:13 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/pfbid02Jf6CW5vE33CpNpVg5CP9ESyzWUMukswa6qkJrnbKvC7vL6qq9ti6BZ7mnDVZMZFcl?__cft__[0]=AZWEMT1mTdUqcRPXjBxvqKTBFxlhXqpmtoK-8p8mEZ9iozmBG66n0M9XMuqBZuMIwziGUB_6VKlWNLK0uIWwbiM6vMHnEz8AN7wmsdWKK-wTj0rUZCpzL9xAWLq7qs3LT-OttG-cpPqMrm3xlkjjw9i93PMPhKxRg7m-q6Rm1Bx6EQGT19xKvm57B-kb965G8w2u7OyFN01vVQDI_d7-lfU1J-KepLecV7lM6ukHxrFxR3JES_Fu24wfOPNGZ1Nsf7E&__tn__=%2CO%2CP-R,0,4,0,Un magnifico evento que nos permite celebrar el 113 Aniversario de la Revolucion Mexicana!#L4TIendoPorCancun#BenitoJuarez #Cancun#Deporte #DesfileMilitar,2023-10-31T00:13:27.382682,31-10-2023,12:13 AM,NORMAL
lululatife,https://www.facebook.com/LuluLatife/posts/pfbid02PRAzoCFP7gFtZaxezir2pxJaVjPD5sufPq1einebcx3QrpNppqn12S48CdKpg7fXl?__cft__[0]=AZWTlJfJA1pSIL9fehr5JDc9XxP-zfQuUp1RJSatd-0jU7WvwBd5RKczC4EOi1FkIG4hl-osT3bT77cHcTvT_6c6P84UHHYfoaiMFxu27gaOQoHN-D3tGIJbP-w26zENjwtwrjF7X1aMLCQuX6zXFuXjO-fLmKIjcNtcFdyQbMZCVvmp5DG4TssAXkEizK3nweHirvzF52jKDUMT-lh1dVp7&__tn__=%2CO%2CP-R,0,7,1,"El dia de hoy estuvimos presentes en la Vigesima Tercera Sesion de la Comision de Salud Publica, Asistencia Social y Proteccion Animal.#L4TIendoPorCancun#BenitoJuarez  #Cancun#SaludPublica #ProteccionAnimal",2023-10-31T00:13:27.666923,31-10-2023,12:13 AM,NORMAL
soyanapaty,https://www.facebook.com/soyanapaty/posts/pfbid02CNmMTz84zdBo6Li8UVFDFQGipikCxxKgfovHRr7W5qdctVMYN3m9ysqNTgs65VZrl?__cft__[0]=AZVNYr6XRbLvdBCTQ2k-atTPieKAASUIeWXbTBgrVaiLT6306LDt_tUVOLXIKcN4dbVVNriq2bGsMdHdPgsVzTipgoZO8stYmD0mx2P_I7X5Gt9nyr55bieJSIY_WxshsU6oK0C5iTr9WPhHcIRqfSnUnGkfW-iXiltpAdyKNQ1s07hyiuRt4CaLT6FjkX45JpKHvDSaRlwk--_4nghQF9Dg&__tn__=%2CO%2CP-R,8,6,1,"Cancunenses les comparto el programa  cultural que tendremos en nuestro #HanalPixan en #Puertojuarez este 31 de octubre y 1 y 2 de noviembre a partir de las 5 de la tarde.Recuerden que contaremos con transporte publico gratiuto que saldra desde El Crucero y Malecon Tajamar, porque todos los caminos llevan a Puerto Juarez.Vivamos juntas y juntos nuestras tradiciones, esas que nos unen.#SeguirTransformando",2023-10-31T07:07:31.267358,31-10-2023,07:07 AM,NORMAL
hugoaldayn,https://www.facebook.com/HugoAldayN/posts/pfbid02BCcpbXAhh2zpDdvTZDyKKXzyBsKr68REon2R9kpZoMjc1X1NwWQY4u63xEV5qDvBl?__cft__[0]=AZVMJdsJKxrGfvos-AqaRUTjRsRzdYA-LziOz2dI6Dc5cAahC167yRRv3mAs0Fqj8OATp2FgL4uwMqpqo1O1DBmNhFLkble-UEDivUzq_3A6SJinx4JguLgD5Wmj2qUJqHJZWSwbnk_Q0iPLizAAXFjVO9iuNOYjWchkLubWhERYbkO9YtJtKoq9Ic6_mTzexSh_Q-Y9rt9v9uKVWcTJa0vf&__tn__=%2CO%2CP-R,0,1,1,Ya fueron a ver la decoracion de Dia de Muertos en el Ayuntamiento de Cancun?Vale la pena ir. #DiaDeMuertos,2023-10-31T06:13:37.168043,31-10-2023,06:13 AM,NORMAL
ricardovelazco2022,https://www.facebook.com/RicardoVelazco2022/posts/pfbid02L2vVLEdUg59EaDJb5AzYR146ypb7z2erYqsmqcVCqmhTErH1cZo6evSGfwGsmd19l?__cft__[0]=AZU736k003ew_OOdbWap5M7uUt_YCjtsZN7lQ24lthuPDAwAmAgup-SJnI0DNezewLTuqJaOrRKDopGrvjTyXcQ8Ohj7Cj7DhY2YKkeMhl4ISDeIKiFlTmdKwUwGB7BHnFBQWr4ncNuTUMNmt1YhSrnTAFj4VpmYzuXHnyjEGL-GYXIz8eoNdpzjMqcTTPd72Q1mb5oS-aM2S2LV083ZOzY-&__tn__=%2CO%2CP-R,0,11,18,"Presente en la Reunion de las Comisiones Unidas de Deporte y para la Igualdad de Genero, con motivo del estudio, analisis, discusion y dictaminacion de la Iniciativa de decreto por el que se adicionan y reforman diversas disposiciones de la Ley Estatal de Cultura Fisica y Deporte; la Ley para la Igualdad entre Mujeres y Hombres del Estado de Quintana Roo y la Ley de la Juventud del Estado Libre y Soberano de #QuintanaRoo. #UnidosParaTransformar #trabajandoconelcorazon",2023-10-31T06:13:38.716903,31-10-2023,06:13 AM,NORMAL
soypablobustamante,https://www.facebook.com/soypablobustamante/posts/pfbid035pGzJfj787DJYPNbDZi46dTuS5JpZfM8HNXcAG6mFoxq5M61mhtpXjJNwaZvZvcil?__cft__[0]=AZXozzgnD7pTkedC9jj85H9JkI6sp3Z2IY8r6niXIKV3hqoLh54Ef0Dv2eYS5791WsUBpuM71kv0iHT6YZ8azNs8ic6dXolU8fTIlEBVSJMGzpZSYE0bxlDhwLbQzvpknY64RUaEVlbFB2EgiKLYZBrZrGhAQJsjHrvvUDjR5-qe-DHRgvXJrE3E791AuNAR5x8faI6QG7pqLWC9_waZ5DKD&__tn__=%2CO%2CP-R,0,13,5,List@s para recibir con un tradicional #PIB a nuestros seres queridos. #HanalPixan #DiaDeMuertos #Mexico  #QuintanaRoo,2023-10-31T07:02:45.846854,31-10-2023,07:02 AM,NORMAL
